25,1, 2, 0, 0, 0, 5, 16, 2, 0, 0, 0, 4, 8, 8, 0, 0, 0, 38058, 21770, 530, 0, 0, 0, 4114, 5992, 6394, 0, 0, 0, 50, 148, 16, 0, 0, 0, 30, 52, 74, 0, 0, 0, 5, 16, 2, 0, 0, 0, 4, 8, 8, 0, 0, 0, 41314, 21530, 2216, 0, 0, 0, 1186, 1298, 6944, 0, 0, 0, 50, 140, 20, 0, 0, 0, 32, 40, 68
27,1, 1, 0, 0, 0, 240, 1324, 387, 0, 3, 0, 60, 1524, 261, 0, 0, 0, 243924, 1361171, 535176, 0, 14, 0, 43962, 1813708, 246795, 0, 0, 0, 1689, 9517, 3135, 0, 5, 0, 345, 11407, 1947, 0, 0, 0, 240, 1324, 387, 0, 3, 0, 60, 1524, 261, 0, 0, 0, 375612, 2872780, 1172298, 0, 408, 0, 57603, 5302089, 581199, 0, 0, 0, 1686, 9930, 3219, 0, 20, 0, 396, 12034, 2085
26,1, 2, 0, 2, 0, 602, 526, 698, 0, 29, 0, 1086, 1792, 538, 0, 254, 0, 330016, 179396, 345560, 0, 4627, 0, 1981562, 2813356, 805248, 0, 14, 0, 4338, 2370, 4202, 0, 57, 0, 9300, 12825, 4102, 0, 2, 0, 602, 526, 698, 0, 29, 0, 1086, 1792, 538, 0, 804, 0, 814800, 383620, 740200, 0, 65924, 0, 3765692, 4350558, 2513918, 0, 16, 0, 4284, 2718, 4486, 0, 202, 0, 5742, 13467, 4082
23,1, 3, 0, 0, 0, 1, 3, 0, 0, 2, 0, 0, 10, 3, 0, 0, 0, 203, 535, 0, 0, 15, 0, 0, 615, 2078, 0, 0, 0, 7, 19, 0, 0, 6, 0, 0, 39, 24, 0, 0, 0, 1, 3, 0, 0, 2, 0, 0, 10, 3, 0, 0, 0, 216, 839, 0, 0, 50025, 0, 0, 4194, 5609, 0, 0, 0, 7, 21, 0, 0, 23, 0, 0, 67, 28
27,1, 3, 0, 0, 0, 19, 8, 0, 0, 6, 0, 2, 52, 4, 0, 0, 0, 11907, 976, 0, 0, 1357, 0, 0, 10287, 5025, 0, 0, 0, 150, 45, 0, 0, 21, 0, 0, 169, 31, 0, 0, 0, 19, 8, 0, 0, 6, 0, 2, 52, 4, 0, 0, 0, 21340, 13032, 0, 0, 2415, 0, 0, 19452, 5539, 0, 0, 0, 143, 54, 0, 0, 43, 0, 0, 271, 39
25,1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 360, 91713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 170, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 141752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 167, 0
27,1, 2, 0, 1, 0, 144, 93, 426, 0, 3, 0, 110, 532, 158, 0, 127, 0, 91186, 34771, 47896, 0, 5, 0, 127810, 610795, 677270, 0, 7, 0, 1018, 625, 964, 0, 2, 0, 790, 3618, 1148, 0, 1, 0, 144, 93, 426, 0, 3, 0, 110, 532, 158, 0, 407, 0, 265754, 375035, 71054, 0, 1086, 0, 387074, 875973, 855720, 0, 8, 0, 1036, 674, 988, 0, 19, 0, 936, 3827, 1156
23,1, 1, 0, 2, 0, 369, 436, 57, 0, 36, 0, 153, 1414, 387, 0, 384, 0, 198804, 243306, 21246, 0, 5598, 0, 267114, 1185204, 499155, 0, 14, 0, 2574, 3142, 315, 0, 168, 0, 1143, 9368, 3156, 0, 2, 0, 369, 436, 57, 0, 36, 0, 153, 1414, 387, 0, 655, 0, 7210020, 989438, 56976, 0, 182307, 0, 3253863, 7728865, 1315893, 0, 15, 0, 2676, 3222, 273, 0, 356, 0, 1422, 10748, 3294
23,1, 2, 0, 0, 0, 52, 52, 54, 0, 0, 0, 44, 262, 53, 0, 0, 0, 32028, 134038, 44898, 0, 0, 0, 25598, 219768, 43318, 0, 0, 0, 290, 424, 368, 0, 0, 0, 264, 1884, 366, 0, 0, 0, 52, 52, 54, 0, 0, 0, 44, 262, 53, 0, 0, 0, 42702, 178958, 59250, 0, 0, 0, 28866, 3004120, 60449, 0, 0, 0, 296, 412, 366, 0, 0, 0, 282, 2044, 380
26,1, 1, 0, 0, 0, 549, 1713, 400, 0, 6, 0, 219, 2151, 315, 0, 0, 0, 318396, 1294281, 317062, 0, 2180, 0, 276792, 2681524, 530235, 0, 0, 0, 2955, 10086, 2458, 0, 31, 0, 1329, 15488, 2421, 0, 0, 0, 549, 1713, 400, 0, 6, 0, 219, 2151, 315, 0, 0, 0, 1238781, 2036112, 480110, 0, 3890, 0, 906336, 4108456, 1156806, 0, 0, 0, 3330, 10548, 2602, 0, 46, 0, 1605, 16004, 2472
26,1, 3, 0, 0, 0, 4, 31, 2, 0, 2, 0, 22, 174, 18, 0, 0, 0, 3419, 3745, 1361, 0, 0, 0, 2038, 128692, 2731, 0, 0, 0, 31, 171, 17, 0, 0, 0, 74, 838, 48, 0, 0, 0, 4, 31, 2, 0, 2, 0, 22, 174, 18, 0, 0, 0, 3441, 5417, 1248, 0, 142, 0, 9478, 272954, 6641, 0, 0, 0, 30, 190, 17, 0, 10, 0, 88, 994, 83
25,1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 342, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 976, 0, 0, 415, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 8, 0
27,1, 1, 0, 0, 0, 1026, 5938, 1188, 0, 17, 0, 282, 4267, 717, 0, 0, 0, 830034, 8192420, 1821318, 0, 6486, 0, 293517, 5103465, 1369536, 0, 0, 0, 7119, 46495, 9459, 0, 88, 0, 1560, 31340, 5271, 0, 0, 0, 1026, 5938, 1188, 0, 17, 0, 282, 4267, 717, 0, 0, 0, 1486899, 12711503, 2572638, 0, 18552, 0, 398439, 10581012, 2533623, 0, 0, 0, 7326, 46869, 9687, 0, 137, 0, 1761, 32863, 5853
28,1, 1, 0, 0, 0, 213, 786, 195, 0, 12, 0, 132, 1246, 198, 0, 0, 0, 117252, 809226, 148167, 0, 2864, 0, 105357, 1511416, 460635, 0, 0, 0, 1206, 5346, 1353, 0, 44, 0, 837, 8967, 1431, 0, 0, 0, 213, 786, 195, 0, 12, 0, 132, 1246, 198, 0, 0, 0, 137322, 4745661, 369789, 0, 49556, 0, 377595, 3816409, 935208, 0, 0, 0, 1215, 5649, 1299, 0, 105, 0, 1020, 9441, 1608
27,1, 3, 0, 0, 0, 96, 25, 4, 0, 16, 0, 7, 215, 11, 0, 0, 0, 121232, 18420, 1514, 0, 5509, 0, 2294, 181439, 6050, 0, 0, 0, 784, 180, 31, 0, 41, 0, 28, 1073, 62, 0, 0, 0, 96, 25, 4, 0, 16, 0, 7, 215, 11, 0, 0, 0, 385714, 71605, 10238, 0, 32891, 0, 8502, 349869, 5837, 0, 0, 0, 767, 190, 36, 0, 131, 0, 41, 1462, 59
27,1, 2, 0, 0, 0, 706, 550, 504, 0, 15, 0, 462, 2014, 628, 0, 0, 0, 433508, 178856, 284062, 0, 2961, 0, 426730, 2558617, 579264, 0, 0, 0, 5176, 2690, 3282, 0, 35, 0, 3400, 14743, 4546, 0, 0, 0, 706, 550, 504, 0, 15, 0, 462, 2014, 628, 0, 0, 0, 1543338, 463028, 999702, 0, 7275, 0, 2019902, 9224419, 880102, 0, 0, 0, 5294, 2904, 3476, 0, 101, 0, 3642, 15781, 4650
28,1, 2, 0, 2, 0, 154, 118, 134, 0, 0, 0, 100, 435, 190, 0, 366, 0, 111268, 28886, 51564, 0, 0, 0, 456144, 419762, 201704, 0, 14, 0, 1148, 484, 672, 0, 0, 0, 808, 3063, 1426, 0, 2, 0, 154, 118, 134, 0, 0, 0, 100, 435, 190, 0, 1257, 0, 138862, 31265, 157802, 0, 0, 0, 627210, 1004799, 482654, 0, 17, 0, 1138, 531, 684, 0, 0, 0, 812, 3180, 1524
28,1, 3, 0, 1, 0, 2, 10, 1, 0, 8, 0, 6, 56, 3, 0, 174, 0, 1954, 5645, 2, 0, 2148, 0, 513, 18175, 3492, 0, 7, 0, 18, 73, 1, 0, 39, 0, 24, 260, 18, 0, 1, 0, 2, 10, 1, 0, 8, 0, 6, 56, 3, 0, 1129, 0, 1403, 4254, 2532, 0, 17961, 0, 8193, 29728, 3466, 0, 10, 0, 18, 73, 11, 0, 74, 0, 49, 348, 20
29,1, 2, 0, 0, 0, 132, 258, 144, 0, 4, 0, 76, 555, 212, 0, 0, 0, 83228, 145636, 85276, 0, 5557, 0, 31610, 341824, 829338, 0, 0, 0, 908, 1980, 972, 0, 27, 0, 412, 3477, 1488, 0, 0, 0, 132, 258, 144, 0, 4, 0, 76, 555, 212, 0, 0, 0, 244562, 721582, 533994, 0, 7000, 0, 105708, 1258802, 1622792, 0, 0, 0, 934, 2152, 1054, 0, 34, 0, 498, 3950, 1736
29,1, 1, 0, 0, 0, 291, 2106, 144, 1, 9, 0, 210, 1638, 306, 0, 0, 0, 507033, 2064840, 285117, 867, 3395, 0, 180803, 1915666, 234318, 0, 0, 0, 1956, 15744, 1035, 9, 37, 0, 1486, 11612, 2067, 0, 0, 0, 291, 2106, 144, 1, 9, 0, 210, 1638, 306, 0, 0, 0, 5806170, 3839934, 416424, 740, 15009, 0, 301215, 3144222, 842685, 0, 0, 0, 2154, 15600, 1041, 9, 72, 0, 1702, 12594, 2412
28,1, 1, 0, 1, 0, 537, 1988, 460, 0, 47, 0, 504, 5035, 753, 0, 0, 0, 502866, 2022957, 439309, 0, 11528, 0, 1089843, 6717160, 994674, 0, 0, 0, 3375, 13173, 3054, 0, 160, 0, 3372, 37553, 5505, 0, 1, 0, 537, 1988, 460, 0, 47, 0, 504, 5035, 753, 0, 139, 0, 833685, 4519463, 836966, 0, 42008, 0, 5347962, 18036616, 2175333, 0, 7, 0, 3570, 13463, 3096, 0, 354, 0, 3732, 39480, 5991
28,1, 2, 0, 0, 0, 678, 556, 610, 0, 16, 0, 400, 1800, 765, 0, 0, 0, 422908, 327352, 319630, 0, 4447, 0, 327502, 2038749, 824374, 0, 0, 0, 4768, 3288, 3640, 0, 49, 0, 2726, 13119, 5659, 0, 0, 0, 678, 556, 610, 0, 16, 0, 400, 1800, 765, 0, 0, 0, 772980, 718064, 1094310, 0, 14765, 0, 1300028, 8951199, 1721741, 0, 0, 0, 4948, 3468, 3842, 0, 125, 0, 2812, 13581, 5960
28,1, 3, 0, 0, 0, 8, 43, 14, 0, 29, 0, 14, 183, 10, 0, 0, 0, 4846, 47542, 13496, 0, 5929, 0, 6035, 63088, 1848, 0, 0, 0, 55, 314, 101, 0, 105, 0, 82, 781, 43, 0, 0, 0, 8, 43, 14, 0, 29, 0, 14, 183, 10, 0, 0, 0, 1803, 173202, 32267, 0, 160732, 0, 14568, 132484, 1097, 0, 0, 0, 48, 345, 111, 0, 263, 0, 110, 964, 31
29,1, 3, 0, 0, 0, 0, 13, 4, 0, 3, 0, 1, 47, 11, 0, 0, 0, 0, 11991, 348, 0, 288, 0, 8, 25675, 137, 0, 0, 0, 0, 104, 22, 0, 14, 0, 3, 224, 20, 0, 0, 0, 0, 13, 4, 0, 3, 0, 1, 47, 11, 0, 0, 0, 0, 48261, 459, 0, 2656, 0, 18615, 51534, 8948, 0, 0, 0, 0, 108, 14, 0, 27, 0, 14, 258, 56
29,1, 2, 0, 0, 0, 1338, 997, 1214, 0, 7, 0, 1118, 3441, 1272, 0, 0, 0, 1039558, 711846, 449394, 0, 20, 0, 1679646, 5332216, 1521832, 0, 0, 0, 10472, 7093, 5308, 0, 8, 0, 8346, 26344, 9258, 0, 0, 0, 1338, 997, 1214, 0, 7, 0, 1118, 3441, 1272, 0, 0, 0, 4237824, 7002834, 1855206, 0, 1537, 0, 5370488, 23717551, 5699006, 0, 0, 0, 10658, 7126, 5914, 0, 39, 0, 8590, 27973, 10180
30,1, 1, 0, 2, 0, 99, 391, 75, 0, 19, 0, 288, 837, 102, 0, 71, 0, 54831, 151651, 36573, 0, 5660, 0, 268071, 537595, 95595, 0, 6, 0, 693, 2436, 504, 0, 76, 0, 2046, 5214, 786, 0, 2, 0, 99, 391, 75, 0, 19, 0, 288, 837, 102, 0, 332, 0, 354555, 283645, 56424, 0, 67515, 0, 466869, 2160750, 316287, 0, 14, 0, 771, 2419, 495, 0, 148, 0, 2262, 5982, 843
29,1, 1, 0, 1, 0, 579, 2748, 531, 0, 38, 0, 480, 4792, 900, 0, 1191, 0, 553437, 1667423, 816750, 0, 8673, 0, 470952, 5335617, 1177641, 0, 10, 0, 3684, 19348, 3840, 0, 151, 0, 3375, 34274, 6513, 0, 1, 0, 579, 2748, 531, 0, 38, 0, 480, 4792, 900, 0, 150, 0, 1016961, 4973253, 1446642, 0, 41219, 0, 936708, 14238721, 2215173, 0, 7, 0, 3828, 19336, 4038, 0, 301, 0, 3783, 37409, 6801
30,1, 2, 0, 0, 0, 196, 183, 352, 0, 0, 0, 122, 354, 132, 0, 0, 0, 73386, 139323, 16230, 0, 0, 0, 160880, 594040, 177928, 0, 0, 0, 1386, 1501, 694, 0, 0, 0, 828, 2748, 982, 0, 0, 0, 196, 183, 352, 0, 0, 0, 122, 354, 132, 0, 0, 0, 820418, 747258, 29118, 0, 0, 0, 329436, 2214054, 277372, 0, 0, 0, 1444, 1379, 918, 0, 0, 0, 994, 2872, 1052
30,1, 3, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 15, 0, 0, 0, 0, 337, 3012, 0, 0, 1, 0, 0, 1782, 0, 0, 0, 0, 8, 27, 0, 0, 1, 0, 0, 43, 0, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 15, 0, 0, 0, 0, 116, 7312, 0, 0, 1108, 0, 0, 15275, 0, 0, 0, 0, 6, 32, 0, 0, 16, 0, 0, 38, 0
